,id,RespondentID,Artist,Track,Link
0,fail,12271575881,Mamontovas,Mario kanjonai,
1,fail,12271576221,Pantetonix,Halelluja,
2,fail,12271582230,Frenkas Sinatra,My way,
3,fail,12271585775,,M. Ravelis,
4,fail,12271591821,Suzi Andrews,Tango 2000,
5,fail,12271592686,Prodigy,,
6,fail,12271595060,Stas Mihailov,Podelim nebo,
7,fail,12271597598,Gojira,L'Enfant Sauvage,https://www.youtube.com/watch?v=BGHlZwMYO9g
8,fail,12271599511,Frenkas Sinatra,My way,
9,fail,12271600301,R.e.m,Losing my religgion,
10,fail,12271600323,Jazzu,Visi atlikėjos kūriniai,
11,fail,12271603255,Daug skirtingų autorių ir atlikėjų,Daug kūrinių,
12,fail,12271603543,Tupac,Dear Mama,
13,fail,12271603807,Submotion Orchestra,Backchat,https://www.youtube.com/watch?v=6Lm0cZwY14I&list=PL07TE5oZgCW4oPH3kRXaUMIlPquUi_XGG&index=2&ab_channel=Dworkingospel
14,fail,12271605354,Jazzu ir Antis,Aš sutikau Naujus metus,
15,fail,12271605781,Gustavo Malerio,10 simfonija,
16,fail,12271608632,Davas Gahanas,Never let my daun again,
17,fail,12271610251,F. Schubert,Simfonija Nr. 9,
18,fail,12271614723,Lady Gaga,I'll never love again,https://www.youtube.com/watch?v=RttANrcBI_I
19,fail,12271619132,Egle Jakstyte,Apie tavč,
20,fail,12271629750,Djali Zwan,Waisting time,
21,fail,12271630411,Marc Philippe,Dancer in the dark (original mix),
22,fail,12271630998,staind,its been a while,https://www.youtube.com/watch?v=araU0fZj6oQ
23,fail,12271640408,"grupė ""Opeth""",Under the weeping moon,
24,fail,12271646192,Bon Jovi,In this arms,
25,fail,12271648994,Slava,Odinocestvo,
26,fail,12271662854,Celtic Thunder,"""Ireland Call"", ""Steal Away"", ""Amazing Grace""",
27,fail,12271663093,Einsturzende Neubauten,Nagorny Karabakh,
28,fail,12271663175,carlos santana,black magic women,
29,fail,12271667685,b. gorbulskis,Mėlynos gatvelės,https://www.youtube.com/watch?v=0m7efsXdo30
30,fail,12271669005,Jazzu,Jausmai,
31,fail,12271670866,John Cage,04:33,
32,fail,12271672298,Eddie Veder,Society,
33,fail,12271672851,Brandon Ackier,Gnossienne by Erik Satie,
34,fail,12271679598,Depeche Mode (Lexicon Avenue Remix),Only When I Lose Myself,https://www.youtube.com/watch?v=YZM0teNBVQo
35,fail,12271679987,Beenie man,King of the dancehalk,https://youtu.be/D_rkOdie5KY
36,fail,12271680916,Vairas,Riešutų žydėjimas,
37,fail,12271681456,Benediktinų vienuoliai,Grigališkas choralas,
38,fail,12271682993,Real Big Fish,Take on Me,https://www.youtube.com/watch?v=QHpU0ZfXZ_g&ab_channel=ReelBigFishVEVO
39,fail,12271685921,Weeknd,Worth it,
40,fail,12271697211,Deja Vu,I Can't Stop,
41,fail,12271700631,pink floid,another brick in the woll,
42,fail,12271700732,Dirig. Carlos Kleiber,R. Wagner. Tristan und Isolde. Vorspiel,
43,fail,12271700836,"Il Volo, Pavarotti, S. Povilaitis, V. KERNAGIS",Nessum Dorma,
44,fail,12271704451,Kertukai,Kai aš mažas buvau,https://www.youtube.com/watch?v=6qUitUMPm28&ab_channel=mal58m
45,fail,12271706157,Kerbedis,Nakty,
46,fail,12271716427,Bilie Myers,Kiss the rain,
47,fail,12271722343,"Merkuris, Kabalje",Barselona,
48,fail,12271728824,Modern Talking,"You’re my heart, you’re my soul",
49,fail,12271734136,Zivert feat. NILETTO,Fly 2,
50,fail,12271744482,Babymetal,Iine!,
51,fail,12271783530,Tate macrae,You broke me first,
52,fail,12271786793,Eglė Sirvidytė,Mano namai,
53,fail,12271798372,Justė Arlauskaitė,You're my life,https://youtu.be/LZsWhODVoLg
54,fail,12271826721,Anna Marija Kaufman,Dunkel Zeit,
55,fail,12271849740,Acid Black Cherry,Kimi ga iru kara (君がいるから),https://www.youtube.com/watch?v=7WHVyzPTyv8
56,fail,12271894501,Mozart,Requem,
57,fail,12271942003,Liveta ir Petras Kazlauskai,Tavo Siluma,
58,fail,12272001379,Evanescence,All That I'm Living For,https://www.youtube.com/watch?v=9uutGbWGPJc
59,fail,12272110299,Khatia Buniatishvili,Un  Violon,
60,fail,12272118381,R.Klaidermanas,Baladė Adelinai,https://www.youtube.com/watch?v=gfsgXJQ0ebU
61,fail,12272132673,Anie Lenox,No more l love you's,
62,fail,12272147253,Fredy Mercury,Lonely,
63,fail,12272162501,Didelė įvairovė,Nesistengiu įsiminti,
64,fail,12272208188,,Barber’s Adagio for strings,
65,fail,12272212269,Queen,Bohemia Rapsody,
66,fail,12272213238,Artic Monkeys,Are you mine,
67,fail,12272215184,Pink floid,Siena,
68,fail,12272217464,Fathless,Insomnia,
69,fail,12272220872,Katalikiškos giesmės,Jėzau arčiau Tavęs,
70,fail,12272225857,Epica,We will take you with us,
71,fail,12272227968,Kate Melua,,
72,fail,12272236291,Dermont Kennedy,For Island Fires and Family,
73,fail,12272248615,Pink Floyd,Dark sode of the moon,
74,fail,12272259545,"Shawn mendes, camila cabrllo",Señorita,
75,fail,12272272230,DJ Readidias,Real friends,
76,fail,12272280037,30 seconds to mars,Yesterday,https://youtu.be/RpG7FzXrNSs
77,fail,12272288073,Glen Gould,J. S. Bach Messe h-moll,
78,fail,12272291770,Brubekas,Take Five,
79,fail,12272305494,Mickevičiaus Cave,Shopping Song,
80,fail,12272314933,H. Neihauz,F. Šopeno 1-as Koncertas fortepijonui e-moll,
81,fail,12272315136,Depesh mode,Personal jesus,
82,fail,12272316466,John Abercrombie," ""And I Love Her"" by The Beatles",https://www.youtube.com/watch?v=eiKGpBk8TJo
83,fail,12272322349,LEO ROJAS,Der einsame Hirte,
84,fail,12272338769,Miles Davis,Kind of blue,
85,fail,12272339587,"Dan Balan ir Vera Brezneva,Arminas Vamburenas","Nasa leta, tranzo muzika",
86,fail,12272343458,Nurse With Wound,Soliloquy for Lilith,
87,fail,12272368700,Nina Simone,Isn't it a pity,
88,fail,12272399185,Kanye West & Jay-Z,No Church In The Wild,https://www.youtube.com/watch?v=FJt7gNi3Nr4&ab_channel=KanyeWestVEVO
89,fail,12272447373,Queen,Bohemian rapsody,
90,fail,12272470792,Alphaville,Lasse come home,
91,fail,12272480027,Liudvikas Van Bethovenas,Odė džiaugsmui,
92,fail,12272576120,Telebimbam,Naktelės žiedai,
93,fail,12272592436,Ibi,Experience (cover),https://www.youtube.com/watch?v=6p5O0r00ZOE
94,fail,12272592580,Ivairus,"Meditacine muzika, mantru giedojimas",
95,fail,12272594022,The eagles,One of these nigts,
96,fail,12272605111,Hariprasad Chaurasia,Raga Shivanjali,https://www.youtube.com/watch?v=egHCxISQG9o&t=34s
97,fail,12272676214,Mozart,Koncertas dviems fortepijonams Es-dur,
98,fail,12272699053,eminem,lose youself,
99,fail,12272749357,Trys keturiose,Visos sutartinės,
100,fail,12272753843,Šopenas,Noktiurnai,
101,fail,12272768861,Jon Lenon,Hey Jude,
102,fail,12272782144,Andrea Bocelli and Ed Sheeran,Perfect,
103,fail,12272797104,Vivaldi,Metų laikai,
104,fail,12272813093,Marlyn Manson,Sweet dreams,
105,fail,12272887384,"Grupė"" Whitesnake""",Is this love?,
106,fail,12272898770,Šopenas,Pavasario valsas,
107,fail,12272916797,Gregorian,Moment of piece,
108,fail,12272939237,NELĖ,Laukinės Rožės,
109,fail,12273000990,Lipnūs Macharadžos pirštai,Mylėti,http://mp3.hardcore.lt/LMP/nauji/myletifuck.mp3
110,fail,12273015682,Daugther,Home,
111,fail,12273099624,Dan balan,Люби,
112,fail,12273155179,ACDC,Back in black,
113,fail,12273535926,Ben Frost,Theory of mashines,
114,fail,12273588417,Bethovenas,Moonlight,
115,fail,12273658611,"Elina Garanca, Anna Netrebko","""The Flower Duet (Lakmé)"" - Léo Delibes.",
116,fail,12273680991,fredie merkucry,living on my own,
117,fail,12273901276,Kronos Quartet,Different Trains,
118,fail,12273978588,Liudvikas van Bethovenas,IX simfonija,
119,fail,12273982802,Mostodon,Oblivion,
120,fail,12274762411,Basta,Atleisk mylimas mieste,https://www.youtube.com/watch?v=KckMood5Z5k
121,fail,12274806737,,"Šopenas, ""Pavasario valsas""",
122,fail,12277167051,Giedrius Arbačiauskas,Kaip aš galėčiau,
123,fail,12277462911,Lietuvių liaudies daina,Sodin brolis obelėlį,
124,fail,12277812630,Dzon Lenon,Visi,
125,fail,12279133130,Trevor something,Searching,
126,fail,12279547756,Slipnot,Unsainted,
127,fail,12279749683,A.Mamomtovas,Kibernetiniai žaislai,
128,fail,12279864513,Vanessa May,Storm,
129,fail,12280940100,Guns'n'roses,November rain,
130,fail,12280982334,Gyvata,Diolijuta,
131,fail,12281781919,Dimash Kudaibergen,Sinfull pasion,
132,fail,12284696041,Katie Melua,Nine milion bycicles,
133,fail,12285429011,Mantas Jankavičius,Gyvenam kartą,
134,fail,12310034334,Queen,Bohemian rapsody,
135,fail,12313657065,Luis Eduardo Spineta,Barro Tal Vez,https://open.spotify.com/track/1y96w7WDPlwByq9aISEi6G
136,fail,12313985900,asd,asa,ad
137,fail,12314162720,Renee Rapp,World Burn,https://www.youtube.com/watch?v=H8bn4w3mMrI
138,fail,12314273657,Kim Taehyung (V),Winter Bear,
139,fail,12314635006,Ghost,Marry on a Cross,
140,fail,12314748980,We Lost The Sea,"Challenger part 1 - Flight, Challenger part 2 - A Swan Song",https://welostthesea.bandcamp.com/album/departure-songs
141,fail,12314768778,TheWeeknd,Starboy,
142,fail,12314771699,VHK (Vágtázó Halottkémek = Galloping Coroners),Görög,https://www.youtube.com/watch?v=ycbsMA5GDlI
143,fail,12314775347,Future Islands,A song for my grandfather,
144,fail,12314833228,Vince Guraldi Trio,The Great Pumpkin Waltz,
145,fail,12314962467,Rudimentary Peni,The Cloud Song,
146,fail,12314964404,Two Steps From Hell,Enigma of Light,https://www.youtube.com/watch?v=LFFl5juH7-k
147,fail,12314996267,Louane/Damso,Poésie indécise,https://youtu.be/RsYjfU_IP3A
148,fail,12315012687,Tim Berg (Avicii),Seek Bromance - Avicii's Arena Mix,
149,fail,12315059660,The seatbelts,Call me call me,
150,fail,12315103375,Lil peep,Starshopping,
151,fail,12315153268,Moon Hooch,Nonphyscial,
152,fail,12315171539,Ella Fitzgerald & Louis Armstrong,Cheeck to cheeck,
153,fail,12315203013,Asian Kungfu Generation,Haruka Kanata (遥か彼方),
154,fail,12315410568,Lizzie McAlpine,Apple Pie,
155,fail,12315427677,Umm Kolthoum,Inta Omri,https://m.youtube.com/watch?v=XPGHpBOt5sE
156,fail,12315438296,Itsue,Goodnight Maboroshi,
157,fail,12315527555,Frank Ocean,Pink Matter (feat. Andre 3000),
158,fail,12315811194,Mandolin Orange,Unknown Legend,https://www.youtube.com/watch?v=ZWW3KkTWn94&list=RDZWW3KkTWn94&start_radio=1
159,fail,12315909018,unknown,Wild Mountain Thyme,https://www.youtube.com/watch?v=F_swPqk1F2s&ab_channel=JeffWarner-Topic
160,fail,12316253328,Satoru Kosaki,READY,https://www.youtube.com/watch?v=ombn8ZmSX-U
161,fail,12316478902,Elen walker,Faded,Spotify
162,fail,12316758820,Mokoma,Sinä riität (akustinen versio),
163,fail,12316764369,Scandinavian Music Group,Balladi 1,https://www.youtube.com/watch?v=Le4dUb39XnQ
164,fail,12316782213,ALI,Lost in paradise,https://youtu.be/6riDJMI-Y8U
165,fail,12316793637,Pjotr Tsaikovski,Pianokonsertto 1,https://www.youtube.com/watch?v=hNfpMRSCFPE
166,fail,12316828001,Scary Pockets feat. Maiya Sykes,Viva La Vida - Coldplay - FUNK cover feat. Maiya Sykes,https://www.youtube.com/watch?v=JP3nskD7ebU&list=RDJP3nskD7ebU&start_radio=1
167,fail,12318201727,Jéan-Baptiste Lully,Armide-oopperan alkusoitto,
168,fail,12318526731,Juan Luis guerra,Me sube la virulirina,
169,fail,12320296829,Sarah Barellies,She Used to be Mine,https://www.youtube.com/watch?v=53GIADHxVzM
170,fail,12320304241,Fall out boys,Immortal,
171,fail,12320358073,"Tonight, Tonight",The Smashing Pumpkins,
172,fail,12321581481,Βασίλης Παπακωνσταντίνου -,Βικτώρια,https://www.youtube.com/watch?v=Mtc9lil4fLE
173,fail,12321595773,Σωτηρία Μπέλλου,Περιπλανώμενη ζωή,
174,fail,12321745689,Ελευθερία Αρβανιτάκη,Του πόθου το αγρίμι,
175,fail,12321754911,Κόρι Χένρι,Λίνγκους,
176,fail,12321887591,Θ.Μικρούτσικος.,Σταυρός του νότου,Στην πρώτη έκδοση  δεκαετία του 80
177,fail,12323702672,Keny Rogers,You decorated my life,
178,fail,12323709523,Shopin,Spring waItz,
179,fail,12324086924,Βιβάλντι,4 εποχές,
180,fail,12324490544,Καζαντζίδης,Τραγουδώ,
181,fail,12325471035,Elton John,I’m still standing,
182,fail,12325945453,Pergolessi,Stabat mater,
183,fail,12326216571,Μάνος Χατζηδακις,Τα Λιανοτράγουδα,https://m.youtube.com/watch?v=3TzU_l333XU
184,fail,12326656308,Ριο,Σιωπή και γράμματα,
185,fail,12327167805,Γερμανός Βαγγέλης,Μάσκες,
186,fail,12327206182,Μάριος Φραγκούλης,Τον εαυτό του παιδί,
187,fail,12327576011,Birds of Tokyo,Sirim,
188,fail,12328117193,Yui Horie,Sugar Sweet Nightmare,
189,fail,12328455894,Touch Me,The Doors,
190,fail,12328757927,Dream Girl,Teenage Blue,
191,fail,12328845499,Josef Falkensköld,Nothing To Forgive,https://youtu.be/fdIDefF_OkQ
192,fail,12328900015,Gustavo santonella,Unbroken,
193,fail,12328906519,DJ Command + Rute,Spiders blood,https://youtu.be/x1mH-YBwgEs
194,fail,12329758128,Camille Saint-Saëns,Danse macabre (organ versions mostly),https://www.youtube.com/watch?v=grR_guswfyE
195,fail,12330463939,Dimitry Shostakovich,Symphony no 5,
196,fail,12330536232,Pufff Daddy,I'll be missing you,
197,fail,12331321113,Μάνος Χατζηδάκης,?,
198,fail,12331401992,Μικρουτσικος,Μαρεα,
199,fail,12331554805,breeders,space woman,
200,fail,12332443984,Γιάννης Χαρουλης,Το άλογο,https://youtu.be/SYTX__Dd_nE
201,fail,12332450999,Καζαντζίδης,Τα όνειρα που χτίζονται,
202,fail,12332762257,Χατζιδακις,Το χαμογελο της τζιοκοντα,
203,fail,12333135041,The Wipers,Doom town,
204,fail,12333624100,Frank Ocean (James Blake cover version),Godspeed,https://www.youtube.com/watch?v=OapxMsZHNkw
205,fail,12333722433,Διάφανα κρίνα,Μπλε χειμώνας,
206,fail,12333791637,Rossini,Petite Missa Solemnelle,Vários (Gosto da interpretação do Pavarotti no tenor)
207,fail,12335098602,,Somewhere over the Rainbow,"Israel ""IZ"" Kamakawiwoʻole"
208,fail,12335551749,Nılüfer,Karlar düşer,
209,fail,12335989104,Γρηγόρης Μπιθικώτσης,Καημός,https://www.youtube.com/watch?v=GgDUPbrzJzY
210,fail,12336654106,"Getter, ft. Ghostemane",Grain,https://open.spotify.com/track/0SbKWYPENsANEIIgnCK45e?si=DD-3V2yQTSWB7snCYAiANQ
211,fail,12338307222,Clifford Brown - Max Roach Quintet,Cherokee,
212,fail,12338402388,Vedat Yurdakul Kaptan,Bir kızıl gonca,
213,fail,12338410764,Barış Manço,Kol Düğmesi,
214,fail,12338414637,Klasik müzik,9.senfoni,.
215,fail,12338581553,Chris Rea,Raod to Hell,
216,fail,12338960811,Emerson Lake and Pslmer,Ces't La Vie,https://youtu.be/qAYzSHOzRHQ
217,fail,12340539397,Σαββοπουλος,Θαλασσογραφια,
218,fail,12342108416,Active Member,Κάνε μου τη χάρη,
219,fail,12342317328,Tchaikovsky,"Symphony no 4, 2ο μέρος",
220,fail,12342317737,Gavin Mikhail,"The Night We Met (from ""13 Reasons Why"")",https://youtu.be/VK6MBdBiv-8
221,fail,12342364338,Rachmaninov,2o concerto for piano and orchestra,
222,fail,12342465148,Αντώνης Απέργης -,Αραμπέσκ,https://www.youtube.com/watch?v=OItaDwkhwkk
223,fail,12342979708,Frank Sinatra,I've got you under my skin,https://youtu.be/oaddLBnHJSA
224,fail,12343061563,Μαρίζα Κωχ,Νεράιδα είσαι μάτια μου,https://youtu.be/j92kUP5ImR8
225,fail,12343322268,Miley Cirus,Slide away,
226,fail,12343563937,Μελίνα Κανά,Μιλώ για σένα,https://www.youtube.com/watch?v=JsOdAh0W4g0
227,fail,12343610246,ΜΑΝΟΣ ΧΑΤΖΙΔΑΚΙΣ,ΜΕΡΕΣ ΤΟΥ 1903,https://www.youtube.com/watch?v=TMtWx8BE6bM
228,fail,12343715599,taylor swift,exule,
229,fail,12343882418,Ρεμπουτσικα,Ο χορός των άστρων,https://youtu.be/8Lcbh2YTQ9k
230,fail,12343971449,Θάνος Μικρούτσικος,Καραντί,
231,fail,12345032320,Ismo Alanko,Vittu kun vituttaa,
232,fail,12345081945,Frank Ocean,Rushes to,"Check YouTube, not on Spotify"
233,fail,12345131688,Μίλτος Πασχαλίδης,Περσείδες,https://youtu.be/6_iSfaCHzis
234,fail,12345136677,Fazıl Say,İnsan insan,
235,fail,12345574606,Queensrche,Breaking the Silence,Very hard to distinguish the very one song
236,fail,12348031727,Sezen Aksu,Sözüm şiirlerin mükemmelidir,
237,fail,12348247062,Κώστας Θεοδώρου,Αποχαιρετισμός,https://youtu.be/0eJ867wflwE
238,fail,12348477099,Six pence,Melody of you,
239,fail,12349160698,cristophe,o mon amour,
240,fail,12354992050,Lost Frequencies ft. James Blunt,Melody,https://www.youtube.com/watch?v=4t6rQDxJwno&ab_channel=LostFrequencies
241,fail,12355361686,Ludwig van Beethoven,Egmont Uvertürü,https://www.youtube.com/watch?v=sDRNKUOYltY
242,fail,12355372188,Alles zieht vorbei,Fatoni,
243,fail,12355498723,JOHNNY 5,Rauche gut,
244,fail,12355530334,,Cost of Freedom,https://www.youtube.com/watch?v=1qgz8UJ48gk&t=160s
245,fail,12355659681,The Fray,How to save alife,
246,fail,12356137551,Nope,Nopee,Sj
247,fail,12356848474,Bladee,Western Union,
248,fail,12357275031,Hachi,Matroshyka,
249,fail,12358687264,İncesaz,Mazi Kalbimde Bir Yaradır,
250,fail,12359502739,Heppner / Joachim Witt,Die Flut,
251,fail,12359524773,Angel Olson,Shut Up Kiss Me,
252,fail,12360810296,ΔXIUS LIИK (Axius Link),NНΞЙ (White Frost),https://www.youtube.com/watch?v=tx2uV_GOB68
253,fail,12363989890,Knorkator,Liebeslied,https://open.spotify.com/track/6rG3p286W6p1cMllLE9Rze?si=YUMZEi96Sba7l9bXVzP16w
254,fail,12364791387,Νapasandao,Ορίζοντας Στη Σκόνη,https://youtu.be/TDqdnBR0iG0
255,fail,12368596977,Otava yo/Отава Ё,Little Apple aslen bir komizim dönemi Rus folk şarkısı,https://youtu.be/k7TxSDRqdC4
256,fail,12370087173,Maroon5,Memory,
257,fail,12370735058,no1,serseri,
258,fail,12371045918,I want to tear you apart,She wants revenge,
259,fail,12371763067,Tchaikovsky,第一钢琴协奏曲,
260,fail,12371779088,周杰伦,听妈妈的话,
261,fail,12371783643,李荣浩,李白,
262,fail,12371783911,林俊杰 金莎,被风吹过的夏天,
263,fail,12372086566,Meatloaf,The Futur isn't what it used to be,
264,fail,12372506551,埃里克•萨蒂,Gymnopedie No.1,
265,fail,12372731651,Lin- Manual Miranda,My shot,
266,fail,12372732821,苏打绿,他夏了夏天,
267,fail,12374570596,汪峰,时光倒流,
268,fail,12374729461,"Rousseau (interprete), Franz Liszt (compositor)",La Campanella,https://youtu.be/H1Dvg2MxQn8
269,fail,12374734327,In my darkest hour,Megadeth,
270,fail,12374757985,D-Fence & Mr. Hyde,Snoeien [Original Mix],https://www.youtube.com/watch?v=ukI8c48d7Gw
271,fail,12374805566,The Cardigans,My favorite game,
272,fail,12374872683,Death Cab for Cutie,I'll follow you into the dark,
273,fail,12374875867,Ortopilot,Virtual insanity,https://youtu.be/B1jcPOFFJxo
274,fail,12374913566,Eugène Pottier,L'Internationale,
275,fail,12374923689,周杰伦,东风破,
276,fail,12374927215,46ter,Côte Ouest,https://youtu.be/UX5Mc2yPSUo
277,fail,12374941911,Kikesa,La la la (Freestyle XBox series X),
278,fail,12374965870,Calibre,If you wait,
279,fail,12375002615,Sunn O))),Why Dost Thou Hide Thyself in Clouds ?,https://youtu.be/qCfu4XK3M_0
280,fail,12375022101,Ftisland,Dance with you,https://youtu.be/h-_oHGfkk6g
281,fail,12375063583,Kid Cudi,the puisuit of happiness,
282,fail,12375132031,TheWeeknd,Save Your Tears,
283,fail,12375177842,Plume Latraverse,Une chanson pour nous autres,https://www.youtube.com/watch?v=Dh0IhETK5Zo
284,fail,12375373890,Koji Kondo,Clock Town - Day 1,https://www.youtube.com/watch?v=K0kXVfqPrLs&feature=youtu.be
285,fail,12375854805,Andre Tchaikovsky,Bach: Goldberg-variations,https://www.youtube.com/watch?v=0p3zbnOA2lk
286,fail,12375944444,Joanna Newsom,Go Long,
287,fail,12376068274,Tchaïkovski,The sleeping beauty,
288,fail,12376146100,Hozier ft. Mavis Staples,Nina cried power,https://youtu.be/j2YgDua2gpk
